scorer,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul,raul
individuals,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,Client,single,single,single,single,single,single,single,single
bodyparts,Client_Eye_L,Client_Eye_L,Client_Eye_R,Client_Eye_R,Client_FinBase_L,Client_FinBase_L,Client_FinBase_R,Client_FinBase_R,Client_FinTip_L,Client_FinTip_L,Client_FinTip_R,Client_FinTip_R,Client_Mouth,Client_Mouth,Client_Spine_1,Client_Spine_1,Client_Spine_2,Client_Spine_2,Client_Tail,Client_Tail,Client_TailTip,Client_TailTip,Cleaner_Mouth,Cleaner_Mouth,Cleaner_Spine1,Cleaner_Spine1,Cleaner_Spine2,Cleaner_Spine2,Cleaner_Tail,Cleaner_Tail
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
26,2.268236935947389,0.9990000128746033,4.0259630858565085,0.9990000128746033,1.457478345988206,0.9990000128746033,2.5511359156921642,0.9980000257492065,5.492736036286698,0.9890000224113464,7.0693520131974275,0.9950000047683716,1.9670152005347614,1.0,8.392071290976661,0.9929999709129333,4.328786872650964,0.9850000143051147,3.537499930633563,0.9990000128746033,0.4938333946368381,0.9990000128746033,3.863976746036538,1.0,3.883629821908221,0.9890000224113464,9.979508038751206,0.9879999756813049,1.448274071348432,1.0
27,4.0683799002378755,0.9959999918937683,3.315940310776253,0.9980000257492065,6.259944442551603,0.9990000128746033,1.996029039618699,1.0,4.597912639587504,0.9890000224113464,5.886467157636731,0.9950000047683716,0.44587265431919626,0.9990000128746033,5.4896169038700595,0.968999981880188,2.7287905066275746,0.9810000061988831,1.4076349959292545,0.9990000128746033,2.959610526036715,0.9990000128746033,2.617752357247361,0.9990000128746033,4.362294403847727,0.996999979019165,4.309471750799554,0.984000027179718,5.27642801222525,0.9900000095367432
28,3.2007750795192154,0.9990000128746033,1.703058824633774,0.9990000128746033,2.613598944073775,0.9990000128746033,2.9645356332595423,0.9990000128746033,3.545173936131692,0.9919999837875366,2.2062419343123256,0.9950000047683716,2.9879791482511346,0.9990000128746033,2.2766517169390204,0.9900000095367432,10.735144161276239,0.9539999961853027,3.532717249111021,1.0,2.1788333365623127,0.9980000257492065,2.336344857672786,1.0,4.148711604613235,0.9929999709129333,10.02544472994572,0.9829999804496765,1.388727786669702,0.9940000176429749
29,2.5596172888073463,0.9990000128746033,8.609508934480013,0.9959999918937683,2.3925599365564616,0.9990000128746033,2.82404113998436,0.9990000128746033,6.639449744569331,0.9940000176429749,1.6100212117240793,0.972000002861023,3.0806937261138976,1.0,4.356410250473602,0.996999979019165,1.4938910103781189,0.9909999966621399,2.2238682768063347,0.9990000128746033,1.6207312737301889,0.9990000128746033,5.398925080381496,0.9950000047683716,3.009447395991948,0.9879999756813049,7.395107226581716,0.9879999756813049,3.4112162751696378,0.9990000128746033
30,2.9123697920818286,0.9990000128746033,5.444132457619598,0.9990000128746033,,,2.7503759093476523,0.9980000257492065,,,1.175217535446444,0.9950000047683716,4.361335269725412,1.0,9.616099199186838,0.9879999756813049,7.611978915076687,0.9890000224113464,3.0455032996764535,1.0,2.7703937219732797,0.9990000128746033,0.4511065845034078,1.0,0.5094735453216256,0.9959999918937683,4.00701078122269,0.9919999837875366,5.142778646391656,0.9990000128746033
31,2.0217565042508436,0.9990000128746033,1.370117164000238,0.9990000128746033,2.3113471525364098,0.9990000128746033,4.068807673722002,0.996999979019165,4.795479515346865,0.9940000176429749,8.77311179357034,0.9850000143051147,2.829041195834063,1.0,4.956096514386415,0.9869999885559082,10.885176146396983,0.9729999899864197,1.1359838075140767,0.9980000257492065,7.2464152064186536,0.9959999918937683,3.6711285569509444,1.0,5.538951061911417,0.9950000047683716,6.646099886326059,0.9900000095367432,4.288409783886868,0.9990000128746033
32,6.383412924361127,0.996999979019165,6.388758128628868,0.9990000128746033,1.1067288405612399,0.996999979019165,4.667858445332738,0.9869999885559082,3.4626805895766526,0.9810000061988831,1.9999148353014533,0.9350000023841858,1.3379994219478253,1.0,4.883866091465606,0.9729999899864197,13.114266840035507,0.9900000095367432,2.156575102396461,0.9980000257492065,3.4851681286974303,0.996999979019165,1.3225845265628347,1.0,3.0361391138731126,0.984000027179718,6.4434417855732455,0.9909999966621399,5.697411197797853,1.0
33,2.208349143109138,0.9940000176429749,3.91372003476208,0.9980000257492065,,,2.3236501813973125,0.996999979019165,,,5.615560277932976,0.9919999837875366,5.61941890896098,0.9990000128746033,12.757417588522294,0.9950000047683716,6.251473316079955,0.9629999995231628,2.1693302550249847,0.9990000128746033,2.0644150823452763,0.9980000257492065,4.428395878501533,1.0,5.6194578271128,0.9789999723434448,7.556002102204195,0.972000002861023,6.716162758459178,0.9990000128746033
34,9.359292614440273,0.9959999918937683,3.4131759271446045,0.9990000128746033,7.00811039552504,0.9959999918937683,2.435447871000972,0.9990000128746033,11.753243822096639,0.9580000042915344,1.9370724183787653,0.9950000047683716,2.768461329901637,1.0,1.6922728141508356,0.9829999804496765,3.677734408071211,0.9700000286102295,7.630349716176241,0.996999979019165,3.553847785118612,0.9990000128746033,4.379082514895254,0.9990000128746033,3.0189211699368985,0.9869999885559082,5.8908909688515205,0.9950000047683716,2.802138847935756,1.0
35,2.039736636034993,0.9990000128746033,2.3336130938778856,0.9980000257492065,6.491222528341041,0.9929999709129333,5.90134596311563,0.9890000224113464,2.8922580016320705,0.984000027179718,7.720392831393959,0.9639999866485596,4.619997710698709,0.9929999709129333,4.109797886199225,0.9919999837875366,3.1088469538851347,0.9739999771118164,3.7920148219336256,0.9990000128746033,1.7050798125355273,0.9980000257492065,2.613362033340296,0.9990000128746033,3.8315547667571086,0.996999979019165,3.6087896397392667,0.972000002861023,1.3505043765500306,0.9990000128746033
36,2.2730283887721936,0.9940000176429749,6.44457678916546,0.9929999709129333,5.008602537967907,1.0,,,3.9931207394925963,0.9890000224113464,,,4.993550961415571,0.9990000128746033,2.5556976862276883,0.9950000047683716,3.109621026323585,0.9869999885559082,1.7482608989532231,1.0,10.958179934489552,0.9980000257492065,1.873174395016266,1.0,2.5882436218381217,0.9860000014305115,1.5648215328650008,0.9940000176429749,4.4873322768087105,1.0
37,3.2250860052840085,0.9950000047683716,3.5660945003446014,0.9919999837875366,,,0.9974813770408059,0.9980000257492065,,,5.414139212498467,0.9950000047683716,0.9852091298262122,0.9959999918937683,3.2301759491789976,0.9879999756813049,2.060934237594524,0.949999988079071,7.676836945120834,0.9819999933242798,2.6466512991761215,0.9950000047683716,3.521777221251943,1.0,0.7743929320506769,0.996999979019165,7.484591636022855,0.9879999756813049,3.004786340066707,0.9990000128746033
38,2.7697939525234996,0.9990000128746033,4.34397846021223,0.9990000128746033,5.210690151076471,1.0,6.074597844595315,0.9990000128746033,1.1700859125145961,0.9929999709129333,1.9209414320309972,0.9929999709129333,4.017302558244813,1.0,2.6003716931312404,0.9869999885559082,1.8388998967133634,0.9890000224113464,6.323708538127603,0.9980000257492065,2.0022271164612984,0.9980000257492065,0.7238161121140967,0.9990000128746033,4.584574958952394,0.9929999709129333,7.447614762547791,0.9929999709129333,4.55531963662136,1.0
39,4.050543129247028,0.9929999709129333,1.4830066765124525,0.9990000128746033,5.444441400054756,0.9950000047683716,3.64081676040334,0.9980000257492065,2.6844638192615924,0.9729999899864197,4.2174197829424145,0.9909999966621399,5.434624974340365,1.0,10.384807448763334,0.9829999804496765,2.616941341676515,0.9900000095367432,8.670534363477755,0.9990000128746033,7.954713097851698,0.9929999709129333,1.791107463044293,1.0,2.6353489270067363,0.9900000095367432,7.011653777261714,0.9789999723434448,3.786141030789551,0.9990000128746033
40,4.290856586351286,0.9990000128746033,6.115869625302725,0.9990000128746033,1.662393946748787,0.9990000128746033,4.454861678972042,0.9980000257492065,1.6172844069097005,0.9959999918937683,3.3186054659864377,0.9940000176429749,2.9243124998213466,1.0,1.721620909105348,0.9890000224113464,2.8198348004582456,0.9919999837875366,5.692879664025734,0.9990000128746033,10.608808259925866,0.9980000257492065,2.891328532958701,1.0,7.136194699052902,0.9959999918937683,3.396726151815034,0.8790000081062317,2.2685149176495614,0.9990000128746033
41,3.628713470078572,0.9959999918937683,7.423825236668881,0.9950000047683716,4.103378734956098,0.9980000257492065,8.216803909615788,0.9850000143051147,4.789112647141683,0.9940000176429749,1.7956846232565693,0.9909999966621399,3.630013646369883,1.0,4.17801997698516,0.9660000205039978,3.0358827856768915,0.9459999799728394,5.243159972411836,0.9800000190734863,3.7164495216096074,0.9850000143051147,1.8386308440749608,1.0,1.9031275150990392,0.996999979019165,6.265112396559492,0.9929999709129333,2.502442265705842,0.9990000128746033
42,21.525326486713656,0.9200000166893005,,,,,3.1415648494762487,0.9990000128746033,3.398638260134278,0.9350000023841858,3.1491165219151367,0.9929999709129333,5.4015891737959505,0.9769999980926514,12.284806417336954,0.984000027179718,11.939424312815973,0.9800000190734863,2.987308968646843,0.9900000095367432,9.076060955819734,0.9860000014305115,1.4337966178059323,1.0,2.012289725360205,0.9959999918937683,1.4813770632998038,0.984000027179718,3.6087501610462858,0.9990000128746033
43,2.6419222754548843,0.9980000257492065,0.5606590020597823,0.9980000257492065,1.3384961898066514,1.0,2.9063897767757987,0.9980000257492065,4.145035407749678,0.9940000176429749,3.3748170113063254,0.9319999814033508,1.2677673102306972,1.0,6.23329597717348,0.9869999885559082,3.310801990991592,0.9869999885559082,0.408742453457141,0.9980000257492065,1.9908279800088657,0.9990000128746033,0.1552678388684067,1.0,3.5040419066225263,0.996999979019165,7.744323883479952,0.9819999933242798,4.367449539152021,1.0
44,1.4528555841066637,0.9950000047683716,4.25553354756223,0.9980000257492065,3.6111774903423,0.9990000128746033,3.7019640946913985,0.9980000257492065,2.136536292163225,0.9819999933242798,6.1590348078812855,0.9860000014305115,3.544376996063494,0.9980000257492065,5.192646758904351,0.9900000095367432,3.9387052027477636,0.9660000205039978,4.319904840513523,0.9980000257492065,2.7868419537225178,0.9980000257492065,3.012389778008546,0.996999979019165,2.475565626417643,0.968999981880188,3.5543208616836757,0.9089999794960022,2.3128076263676824,0.9980000257492065
45,9.892119041305243,0.9980000257492065,1.0666166260119798,0.9980000257492065,1.026268408108939,0.9990000128746033,,,1.4021365684490237,0.9929999709129333,,,3.6196167109818345,1.0,3.245646937047307,0.9909999966621399,6.688447429852612,0.9879999756813049,6.877400124498608,0.996999979019165,3.1410149268393934,0.9940000176429749,0.8432104951763814,1.0,2.188594780163372,0.9929999709129333,7.791607696987712,0.9819999933242798,3.530990251192617,1.0
46,0.8939738191941665,0.9980000257492065,1.9077814791987169,0.9990000128746033,7.386086462986048,0.996999979019165,3.5771778216801238,0.996999979019165,4.291720811773086,0.9900000095367432,6.147757123130128,0.9800000190734863,2.2603864328607948,0.9980000257492065,6.789481044332515,0.9879999756813049,4.920102280938007,0.921999990940094,2.122555047485421,0.9980000257492065,3.112217139064527,0.9950000047683716,2.393965424049775,1.0,9.231475553141852,0.996999979019165,13.390208980124074,0.9909999966621399,3.61518118131159,1.0
47,0.49802933702027885,0.9860000014305115,4.1972838636323635,0.9929999709129333,3.4312216563744538,0.9950000047683716,4.108361168364307,0.9919999837875366,6.400962635334031,0.9829999804496765,7.372169386493941,0.9559999704360962,3.959750746164392,0.9980000257492065,4.721361287395483,0.9890000224113464,1.9643480087009189,0.9879999756813049,5.442795944471531,0.9990000128746033,11.007521976620165,0.9980000257492065,2.3219928475984886,0.9990000128746033,11.452779176619321,0.9909999966621399,8.874631098675303,0.9670000076293945,6.166985100729497,0.9990000128746033
48,10.762596126141146,0.9980000257492065,4.421498904943467,0.9990000128746033,4.22329400308223,0.9950000047683716,,,7.821490356071789,0.9200000166893005,,,3.3862155536043157,1.0,4.216806436142024,0.9900000095367432,4.7586902502675335,0.9869999885559082,4.352542787938708,0.9990000128746033,1.372310923021618,0.9940000176429749,2.3309185967937576,1.0,3.623003445058066,0.9890000224113464,6.729338660478277,0.9940000176429749,1.5184051803999723,0.9990000128746033
49,6.644724992395134,0.9990000128746033,4.409739538515288,0.9990000128746033,4.331867863347156,0.9990000128746033,1.8206679113939819,0.9990000128746033,3.1393965715867624,0.996999979019165,4.336198984452503,0.9959999918937683,2.1270391387568215,1.0,2.0052238738145145,0.996999979019165,4.640280028865985,0.9850000143051147,6.226055274911685,0.9990000128746033,2.566943711443174,0.9990000128746033,9.330074250340715,0.9380000233650208,4.229820169344689,0.9020000100135803,8.11785896813755,0.9049999713897705,1.5317224160022833,0.9929999709129333
50,1.7043340596292265,0.9980000257492065,0.9401839027784604,0.9980000257492065,2.033258171355545,0.9990000128746033,2.4141582342463646,0.9950000047683716,4.163127951877185,0.9940000176429749,4.2704222231365705,0.9940000176429749,4.04975964252779,0.9990000128746033,9.848138769339753,0.9950000047683716,7.6923271810195155,0.9929999709129333,4.374989213515424,0.9990000128746033,7.894317571804947,0.9980000257492065,2.8310771915482547,1.0,4.859978536741423,0.9929999709129333,3.4932588026869333,0.9900000095367432,5.521484223878541,0.9990000128746033
51,,,3.3845963366317284,0.996999979019165,,,4.378477904794335,0.9980000257492065,8.454174509491137,0.9900000095367432,5.220291845670586,0.9929999709129333,3.8537296150549976,1.0,3.9759365805128657,0.984000027179718,10.45771354342488,0.9900000095367432,4.176616098713829,0.9990000128746033,2.9573497017364136,0.9940000176429749,1.3386938366247847,1.0,3.5225452119938407,0.9890000224113464,5.345178682090467,0.9890000224113464,0.9318008388835,1.0
52,1.8216371650716736,0.9549999833106995,6.038758521483683,0.9150000214576721,,,3.6131001138036933,0.9679999947547913,,,3.5095990990889905,0.9620000123977661,,,7.9413373131253415,0.8880000114440918,10.933852302251957,0.9369999766349792,1.0044037027244601,0.9990000128746033,6.547465458971221,0.996999979019165,1.4506432646990002,1.0,2.5731669684847995,0.9929999709129333,1.3287098668481223,0.953000009059906,3.2569272343994817,0.9950000047683716
53,2.440950988090872,0.996999979019165,5.6987678548910115,0.9940000176429749,,,4.307500356095351,0.9919999837875366,,,8.640062631876134,0.9950000047683716,0.7845326767031181,1.0,4.707217417291496,0.9879999756813049,2.797997881396458,0.9900000095367432,4.039017958090555,0.9990000128746033,6.149964824981031,0.9980000257492065,6.954409998526116,1.0,4.467676266049322,0.9940000176429749,5.701664925596361,0.9919999837875366,3.3353559352041318,0.9990000128746033
54,4.810712594639408,0.996999979019165,6.506332309064618,0.9980000257492065,3.0172480820196372,0.9980000257492065,2.749021402673584,0.9929999709129333,1.5923962190484235,0.9959999918937683,6.330688043046149,0.9890000224113464,1.2804043443552138,1.0,12.553533689881126,0.9890000224113464,5.746457263235729,0.9900000095367432,3.570281473996979,0.9990000128746033,2.36953581922051,0.9980000257492065,2.669978229103098,1.0,1.2189596647907321,0.9959999918937683,4.356027741312093,0.9919999837875366,4.074921287630261,0.9990000128746033
55,7.301085271422781,0.9990000128746033,1.5477047938530726,0.9990000128746033,3.8657129281150517,0.9990000128746033,1.413952842727494,1.0,3.6521521061025823,0.9909999966621399,1.7890572544565493,0.9929999709129333,2.813109854359524,1.0,4.07257525488957,0.9879999756813049,2.4735716684329137,0.9919999837875366,4.223238026946355,0.9919999837875366,2.07290507399383,0.9879999756813049,2.7198033410900915,0.9950000047683716,2.02893605835387,0.9940000176429749,2.804835591716124,0.9810000061988831,2.2645447418416587,0.9990000128746033
56,1.2233442987834662,0.996999979019165,0.554656817159658,0.9980000257492065,2.0361608156970155,0.9990000128746033,1.6934046124384934,0.9980000257492065,5.042903051125551,0.9919999837875366,4.901064664145414,0.9959999918937683,1.1122103118173254,1.0,7.340836037170287,0.984000027179718,6.736177852784178,0.9860000014305115,7.60765847865911,0.9990000128746033,1.6227321857682107,0.9980000257492065,4.0550551018343075,1.0,3.2052489318968216,0.984000027179718,11.963556783077157,0.9819999933242798,1.382126212006002,0.996999979019165
57,3.324480724183301,0.9990000128746033,4.785971181641749,0.9990000128746033,4.244666817165288,0.9990000128746033,0.46954140116025245,0.9990000128746033,5.221232234791321,0.9950000047683716,1.3142428483257385,0.9890000224113464,2.5453868597098146,1.0,6.6719478526892555,0.9929999709129333,2.7268038351315975,0.9879999756813049,2.4303283960896116,0.9990000128746033,2.8996944019373596,0.9950000047683716,3.087425265902153,1.0,1.3968801797471815,0.9929999709129333,6.540226463204927,0.9900000095367432,0.7492776246402719,0.9990000128746033
58,,,5.18464620107222,0.9919999837875366,,,7.353684861261624,0.968999981880188,,,3.9424664322714347,0.9800000190734863,7.326965820795515,0.9750000238418579,10.194747415522269,0.9829999804496765,2.636316133419228,0.9769999980926514,5.461140425562892,0.9990000128746033,7.558539517334239,0.9980000257492065,2.3982514465195948,1.0,4.965690828310654,0.9879999756813049,3.1325763196374643,0.9929999709129333,5.37670058384124,1.0
